,Unnamed: 0,Student,phase,novelty,group,abs_perform_diff_best,user2,Q7_Q7_1,Q7_Q7_2,Q8_Q8_1,Q10,count,total,user-requirement,infovis,novelty_score,exploration,Group,len_unique,added_sum,sim-to-best
143,155,cccristanchoc,4,0.871794871794872,3,242.5,cccristanchoc,1.0,1.0,4.0,1.0,1.0,197.08,20.0,33.33,56.25,0.24,3.0,100.0,24.0,0.008330177962892843
144,156,srmedinac,4,0.884057971014493,3,242.5,srmedinac,1.0,2.0,4.0,1.0,0.0,128.33,20.0,33.33,0.0,0.0,3.0,56.0,0.0,0.00576036866359447
145,157,wilson911013,4,0.888888888888889,3,275.83,wilson911013,0.0,1.0,2.0,1.0,0.0,75.0,0.0,25.0,0.0,0.0,3.0,3.0,0.0,0.0003898635477582846
146,158,jscastelblancoh,4,0.906882591093117,3,41.66,jscastelblancoh,0.0,0.0,3.0,2.0,8.0,358.33,100.0,83.33,100.0,0.10582010582010581,3.0,181.0,12.0,0.013668267454746953
147,159,jorge52an,4,0.931937172774869,3,115.0,jorge52an,4.0,4.0,5.0,2.0,12.0,310.0,100.0,50.0,60.0,0.14197530864197527,3.0,318.0,40.0,0.014079549454417459
148,160,capinzor,4,0.964725184577523,3,163.33,capinzor,0.0,0.0,2.0,2.0,6.0,203.33,20.0,25.0,58.33,0.013963480128893702,3.0,1846.0,10.0,0.029659037832788417
149,161,dduartec,4,0.969512195121951,3,270.83,dduartec,1.0,5.0,4.0,1.0,1.0,345.83,80.0,83.33,95.0,0.9550898203592815,3.0,2338.0,2233.0,0.03048780487804878
150,162,juligarji,4,0.970410065237652,3,0.0,juligarji,4.0,4.0,5.0,3.0,2.0,355.0,100.0,75.0,92.5,0.006993006993006978,3.0,2567.0,11.0,
151,163,mballeng91,4,0.985294117647059,3,245.83,mballeng91,2.0,6.0,6.0,2.0,1.0,112.5,0.0,25.0,25.0,0.0,3.0,179.0,0.0,0.005131964809384164
152,164,crarojasca,1,0.0,2,215.0,crarojasca,1.0,3.0,5.0,2.0,0.0,57.5,20.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0
153,165,ccvacad,1,0.0,2,260.0,ccvacad,1.0,0.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
154,166,jjmuesesq,1,0.0,2,177.5,jjmuesesq,0.0,3.0,2.0,2.0,1.0,186.67,20.0,29.17,87.5,0.0,2.0,3.0,0.0,0.01818181818181818
155,167,CSebasGomez,1,0.0,2,260.0,CSebasGomez,3.0,3.0,5.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
156,168,mdbelloc,1,0.303030303030303,2,168.33,mdbelloc,1.0,3.0,2.0,2.0,1.0,125.0,0.0,25.0,25.0,0.0,2.0,53.0,0.0,0.02830188679245283
157,169,jhonsd1996,1,0.333333333333333,2,160.0,jhonsd1996,3.0,4.0,4.0,2.0,1.0,75.0,0.0,0.0,0.0,0.6,2.0,5.0,3.0,0.017964071856287425
158,170,diegocruz10,1,0.34375,2,169.17,diegocruz10,3.0,3.0,3.0,1.0,1.0,128.33,20.0,58.33,0.0,0.03703703703703709,2.0,27.0,1.0,0.03783783783783784
159,171,luealfonsoru,1,0.375,2,105.83,luealfonsoru,3.0,4.0,4.0,2.0,9.0,137.5,0.0,25.0,25.0,0.6666666666666667,2.0,84.0,55.0,0.0375
160,172,Phoenixest,1,0.4,2,185.83,Phoenixest,0.0,1.0,3.0,1.0,0.0,111.67,20.0,29.17,25.0,0.0,2.0,5.0,0.0,0.017964071856287425
161,173,sagilm,1,0.4,2,210.0,sagilm,0.0,0.0,3.0,1.0,1.0,70.83,0.0,33.33,0.0,0.4,2.0,5.0,2.0,0.017964071856287425
162,174,leguzman,1,0.408450704225352,2,106.67,leguzman,0.0,2.0,5.0,2.0,8.0,244.17,40.0,41.67,75.0,0.8059701492537313,2.0,60.0,47.0,0.03211009174311927
163,175,JulianaNino,1,0.5,2,205.83,JulianaNino,1.0,1.0,3.0,1.0,1.0,91.67,0.0,29.17,0.0,0.56,2.0,25.0,14.0,0.02702702702702703
164,176,cesarochoa2006,1,0.5375,2,173.33,cesarochoa2006,0.0,1.0,6.0,0.0,4.0,255.83,60.0,45.83,87.5,0.765625,2.0,64.0,49.0,0.022321428571428572
165,177,oserasoa,1,0.553846153846154,2,205.83,oserasoa,4.0,3.0,3.0,1.0,1.0,95.83,0.0,33.33,25.0,0.4,2.0,35.0,14.0,0.041666666666666664
166,178,luegilca,1,0.609756097560976,2,130.83,luegilca,0.0,1.0,6.0,2.0,0.0,112.5,0.0,25.0,25.0,0.0,2.0,33.0,0.0,0.03664921465968586
167,179,joaortizro,1,0.62962962962963,2,152.5,joaortizro,0.0,2.0,2.0,1.0,1.0,268.33,60.0,33.33,87.5,0.5,2.0,11.0,4.0,0.04142011834319527
168,180,kmendezp96,1,0.648648648648649,2,74.17,kmendezp96,1.0,5.0,6.0,1.0,1.0,210.83,40.0,33.33,62.5,0.0,2.0,67.0,0.0,0.022026431718061675
169,181,jucjimenezmo,1,0.666666666666667,2,247.5,jucjimenezmo,0.0,0.0,3.0,2.0,1.0,99.17,20.0,29.17,0.0,1.0,2.0,9.0,9.0,0.017543859649122806
170,182,HashNick,1,0.666666666666667,2,260.0,HashNick,1.0,3.0,5.0,3.0,0.0,108.33,0.0,33.33,25.0,0.10169491525423724,2.0,53.0,0.0,0.02830188679245283
171,183,ykchautai,1,0.695652173913044,2,98.33,ykchautai,4.0,4.0,4.0,1.0,1.0,120.0,20.0,37.5,0.0,0.625,2.0,15.0,9.0,0.034482758620689655
172,184,Davsatu313,1,0.702702702702703,2,52.5,Davsatu313,0.0,3.0,5.0,2.0,2.0,236.67,20.0,54.17,75.0,0.7586206896551724,2.0,57.0,43.0,0.027777777777777776
173,185,kancas,1,0.706896551724138,2,222.5,kancas,0.0,0.0,5.0,2.0,1.0,243.33,60.0,33.33,87.5,0.4285714285714286,2.0,42.0,18.0,0.04020100502512563
174,186,Yelis3,1,0.714285714285714,2,28.33,Yelis3,1.0,4.0,6.0,3.0,1.0,211.67,20.0,41.67,62.5,0.2831084457771115,2.0,39.0,32.0,0.005795701521371649
175,187,jusherrerama,1,0.714285714285714,2,177.5,,,,,,0.0,161.67,20.0,29.17,50.0,0.0,2.0,16.0,0.0,0.022598870056497175
176,188,Gantiva,1,0.727272727272727,2,144.17,Gantiva,2.0,4.0,3.0,2.0,1.0,133.33,0.0,33.33,25.0,0.631578947368421,2.0,37.0,23.0,0.046632124352331605
177,189,juasmartinezbel,1,0.739837398373984,2,8.33000000000001,juasmartinezbel,0.0,5.0,5.0,2.0,1.0,296.67,80.0,54.17,87.5,0.3362068965517241,2.0,102.0,25.0,0.03488372093023256
178,190,jhriverasa,1,0.769230769230769,2,117.08,jhriverasa,1.0,3.0,2.0,2.0,1.0,224.17,20.0,29.17,87.5,0.20833333333333337,2.0,24.0,5.0,0.04419889502762431
179,191,davidrh195,1,0.777777777777778,2,260.0,davidrh195,3.0,3.0,5.0,1.0,2.0,120.0,20.0,25.0,0.0,0.2941176470588235,2.0,17.0,5.0,0.01675977653631285
180,192,jscontrerasp,1,0.789473684210526,2,260.0,jscontrerasp,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7727272727272727,2.0,22.0,17.0,0.03314917127071823
181,193,bdvegat,1,0.790322580645161,2,260.0,bdvegat,1.0,2.0,4.0,1.0,0.0,95.0,20.0,25.0,0.0,0.0,2.0,4.0,0.0,0.018072289156626505
182,194,Dandarprox,1,0.813333333333333,2,154.58,Dandarprox,0.0,1.0,4.0,2.0,1.0,135.83,40.0,33.33,0.0,0.27450980392156865,2.0,51.0,14.0,0.023696682464454975
183,195,ligibrial,1,0.818181818181818,2,126.67,ligibrial,1.0,5.0,3.0,2.0,2.0,108.33,0.0,33.33,25.0,0.9933598937583001,2.0,19.0,4.0,0.0079002079002079
184,196,fabianr23,1,0.861538461538462,2,55.0,fabianr23,5.0,4.0,5.0,2.0,2.0,330.0,80.0,62.5,87.5,0.5833333333333333,2.0,48.0,28.0,0.03902439024390244
185,197,raulramirezp,1,0.912568306010929,2,260.0,raulramirezp,1.0,2.0,5.0,2.0,2.0,219.17,40.0,29.17,75.0,0.9870967741935484,2.0,153.0,151.0,0.035830618892508145
186,198,xdanielsb,1,0.930555555555556,2,0.0,xdanielsb,3.0,3.0,3.0,2.0,0.0,87.5,0.0,25.0,0.0,0.13829787234042556,2.0,185.0,23.0,
187,199,begarzonf,1,0.948164146868251,2,102.5,begarzonf,2.0,3.0,4.0,2.0,1.0,107.5,20.0,25.0,0.0,0.9714285714285714,2.0,420.0,408.0,0.012110726643598616
188,200,lsfinite,1,0.980307576894224,2,197.5,lsfinite,1.0,1.0,6.0,3.0,6.0,100.0,0.0,25.0,25.0,0.9985549132947977,2.0,4842.0,4835.0,0.008256141763995167
189,201,idrojasf,1,0.980922098569157,2,52.5,idrojasf,1.0,1.0,4.0,4.0,2.0,168.33,60.0,45.83,25.0,0.0,2.0,595.0,0.0,0.011984021304926764
190,202,jhcardenasa,1,0.982155603140614,2,260.0,jhcardenasa,4.0,4.0,5.0,3.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
191,203,JuanitoAli,1,0.983086680761099,2,160.0,JuanitoAli,1.0,1.0,5.0,2.0,4.0,284.17,80.0,54.17,87.5,0.9930283224400871,2.0,2291.0,2275.0,0.00862422997946612
192,204,debeltranc,1,0.994535519125683,2,97.5,debeltranc,1.0,4.0,4.0,1.0,9.0,75.0,0.0,25.0,0.0,0.5681818181818181,2.0,19.0,0.0,0.00546448087431694
193,205,CSebasGomez,2,0.0,2,317.5,CSebasGomez,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
194,206,ccvacad,2,0.0,2,317.5,ccvacad,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
195,207,crarojasca,2,0.0,2,272.5,crarojasca,1.0,3.0,5.0,2.0,0.0,45.0,20.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0
196,208,jhcardenasa,2,0.0234680573663625,2,317.5,jhcardenasa,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
197,209,JuanitoAli,2,0.0356223175965665,2,45.83,JuanitoAli,1.0,1.0,5.0,2.0,11.0,255.0,80.0,54.17,58.33,0.021030042918454894,2.0,2320.0,39.0,0.004666949512091642
198,210,mdbelloc,2,0.34375,2,205.0,mdbelloc,1.0,3.0,2.0,2.0,0.0,133.33,0.0,33.33,25.0,0.0,2.0,53.0,0.0,0.08602150537634409
199,211,diegocruz10,2,0.34375,2,201.67,diegocruz10,3.0,3.0,3.0,1.0,1.0,111.67,20.0,54.17,0.0,0.4418604651162791,2.0,40.0,16.0,0.1
200,212,jjmuesesq,2,0.4,2,143.33,jjmuesesq,0.0,3.0,2.0,2.0,1.0,79.17,0.0,29.17,0.0,0.0,2.0,3.0,0.0,0.0625
201,213,Phoenixest,2,0.4,2,218.33,Phoenixest,0.0,1.0,3.0,1.0,0.0,95.0,20.0,25.0,25.0,0.0,2.0,5.0,0.0,0.06
202,214,jhonsd1996,2,0.4,2,255.0,jhonsd1996,3.0,4.0,4.0,2.0,0.0,153.33,20.0,58.33,0.0,0.0,2.0,5.0,0.0,0.06
203,215,luealfonsoru,2,0.430232558139535,2,192.5,luealfonsoru,3.0,4.0,4.0,2.0,1.0,145.83,0.0,33.33,25.0,0.023809523809523836,2.0,82.0,0.0,0.06557377049180328
204,216,leguzman,2,0.584158415841584,2,85.83,leguzman,0.0,2.0,5.0,2.0,2.0,150.0,0.0,37.5,25.0,0.3695652173913043,2.0,90.0,32.0,0.09523809523809523
205,217,oserasoa,2,0.585714285714286,2,234.17,oserasoa,4.0,3.0,3.0,1.0,2.0,124.17,20.0,41.67,25.0,0.276595744680851,2.0,46.0,12.0,0.11904761904761904
206,218,ykchautai,2,0.59375,2,210.0,ykchautai,4.0,4.0,4.0,1.0,2.0,195.0,20.0,37.5,62.5,0.34782608695652173,2.0,23.0,8.0,0.12698412698412698
207,219,kancas,2,0.625,2,86.67,kancas,0.0,0.0,5.0,2.0,0.0,230.83,60.0,33.33,75.0,0.0,2.0,42.0,0.0,0.0975609756097561
208,220,sagilm,2,0.634146341463415,2,259.17,sagilm,0.0,0.0,3.0,1.0,1.0,145.83,0.0,33.33,62.5,0.7619047619047619,2.0,21.0,16.0,0.13114754098360656
209,221,luegilca,2,0.64,2,217.5,luegilca,0.0,1.0,6.0,2.0,0.0,120.83,0.0,33.33,25.0,0.0,2.0,33.0,0.0,0.06578947368421052
210,222,joaortizro,2,0.64,2,61.67,joaortizro,0.0,2.0,2.0,1.0,1.0,305.0,80.0,50.0,87.5,0.42105263157894735,2.0,19.0,8.0,0.09836065573770492
211,223,cesarochoa2006,2,0.650793650793651,2,74.17,cesarochoa2006,0.0,1.0,6.0,0.0,4.0,276.67,60.0,41.67,87.5,0.4181818181818182,2.0,110.0,46.0,0.0821917808219178
212,224,jucjimenezmo,2,0.666666666666667,2,230.83,jucjimenezmo,0.0,0.0,3.0,2.0,1.0,100.33,20.0,33.33,0.0,0.0,2.0,9.0,0.0,0.05555555555555555
213,225,kmendezp96,2,0.670886075949367,2,119.17,kmendezp96,1.0,5.0,6.0,1.0,1.0,235.83,40.0,45.83,75.0,0.06944444444444442,2.0,72.0,5.0,0.07142857142857142
214,226,Davsatu313,2,0.75609756097561,2,93.33,Davsatu313,0.0,3.0,5.0,2.0,1.0,320.83,100.0,58.33,75.0,0.4576271186440678,2.0,34.0,2.0,0.10810810810810811
215,227,jusherrerama,2,0.763157894736842,2,168.33,,,,,,1.0,120.0,20.0,37.5,0.0,0.9929234851835471,2.0,22.0,6.0,0.00391304347826087
216,228,HashNick,2,0.764044943820225,2,221.67,HashNick,1.0,3.0,5.0,3.0,0.0,103.33,20.0,45.83,0.0,0.0,2.0,53.0,0.0,0.09782608695652174
217,229,ligibrial,2,0.766666666666667,2,221.67,ligibrial,1.0,5.0,3.0,2.0,2.0,120.83,0.0,33.33,25.0,0.003530450132391838,2.0,26.0,8.0,0.006527415143603133
218,230,jhriverasa,2,0.774193548387097,2,105.83,jhriverasa,1.0,3.0,2.0,2.0,5.0,312.5,100.0,50.0,75.0,0.11111111111111116,2.0,27.0,3.0,0.10294117647058823
219,231,davidrh195,2,0.777777777777778,2,210.0,davidrh195,3.0,3.0,5.0,1.0,3.0,107.5,20.0,25.0,0.0,0.0,2.0,17.0,0.0,0.04838709677419355
220,232,JulianaNino,2,0.780487804878049,2,238.33,JulianaNino,1.0,1.0,3.0,1.0,1.0,124.17,20.0,29.17,0.0,0.2647058823529411,2.0,34.0,9.0,0.09333333333333334
221,233,juasmartinezbel,2,0.781818181818182,2,33.33,juasmartinezbel,0.0,5.0,5.0,2.0,1.0,293.33,60.0,70.83,87.5,0.276595744680851,2.0,141.0,39.0,0.07386363636363637
222,234,bdvegat,2,0.790322580645161,2,235.0,bdvegat,1.0,2.0,4.0,1.0,2.0,95.0,20.0,25.0,0.0,0.6363636363636364,2.0,11.0,7.0,0.07272727272727272
223,235,jscontrerasp,2,0.796296296296296,2,330.0,jscontrerasp,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48484848484848486,2.0,28.0,11.0,0.15151515151515152
224,236,Gantiva,2,0.8,2,196.67,Gantiva,2.0,4.0,3.0,2.0,3.0,229.17,100.0,66.67,0.0,0.25531914893617025,2.0,45.0,10.0,0.13414634146341464
225,237,Dandarprox,2,0.847619047619048,2,194.17,Dandarprox,0.0,1.0,4.0,2.0,1.0,135.83,40.0,33.33,0.0,0.3589743589743589,2.0,77.0,27.0,0.06837606837606838
226,238,Yelis3,2,0.885714285714286,2,118.33,Yelis3,1.0,4.0,6.0,3.0,4.0,268.33,60.0,45.83,75.0,0.07088078085056937,2.0,142.0,111.0,0.003461005999077065
227,239,fabianr23,2,0.88659793814433,2,0.0,fabianr23,5.0,4.0,5.0,2.0,4.0,358.33,100.0,70.83,87.5,0.426829268292683,2.0,81.0,34.0,
228,240,raulramirezp,2,0.932432432432433,2,110.83,raulramirezp,1.0,2.0,5.0,2.0,3.0,223.33,40.0,33.33,75.0,0.0,2.0,153.0,0.0,0.05235602094240838
229,241,xdanielsb,2,0.932489451476793,2,242.5,xdanielsb,3.0,3.0,3.0,2.0,0.0,75.0,0.0,25.0,0.0,0.24186046511627912,2.0,193.0,30.0,0.04329004329004329
230,242,begarzonf,2,0.942796610169492,2,222.5,begarzonf,2.0,3.0,4.0,2.0,1.0,174.17,20.0,29.17,62.5,0.02777777777777779,2.0,432.0,12.0,0.01910828025477707
231,243,idrojasf,2,0.958217270194986,2,161.67,idrojasf,1.0,1.0,4.0,4.0,1.0,155.83,60.0,58.33,0.0,0.0,2.0,595.0,0.0,0.0031201248049922
232,244,lsfinite,2,0.975501432664756,2,230.0,lsfinite,1.0,1.0,6.0,3.0,7.0,100.0,0.0,25.0,25.0,0.0037037037037036535,2.0,4860.0,18.0,0.003886275311924729
233,245,debeltranc,2,0.99009900990099,2,255.0,debeltranc,1.0,4.0,4.0,1.0,1.0,100.0,0.0,25.0,25.0,0.0,2.0,19.0,0.0,0.0
234,246,crarojasca,3,0.0,2,313.33,crarojasca,1.0,3.0,5.0,2.0,0.0,45.0,20.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0
235,247,CSebasGomez,3,0.0,2,358.33,CSebasGomez,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
236,248,JuanitoAli,3,0.0570469798657718,2,103.33,JuanitoAli,1.0,1.0,5.0,2.0,23.0,325.0,100.0,75.0,87.5,0.06311881188118806,2.0,2375.0,104.0,0.0061450225317492835
237,249,diegocruz10,3,0.303030303030303,2,246.66,diegocruz10,3.0,3.0,3.0,1.0,0.0,106.67,40.0,29.17,0.0,0.0,2.0,40.0,0.0,0.08035714285714286
238,250,mdbelloc,3,0.34375,2,225.0,mdbelloc,1.0,3.0,2.0,2.0,0.0,129.17,0.0,29.17,25.0,0.0,2.0,53.0,0.0,0.072
239,251,jhonsd1996,3,0.4,2,205.0,jhonsd1996,3.0,4.0,4.0,2.0,0.0,157.5,20.0,62.5,0.0,0.0,2.0,5.0,0.0,0.03614457831325301
240,252,Phoenixest,3,0.4,2,263.33,Phoenixest,0.0,1.0,3.0,1.0,0.0,95.0,20.0,25.0,25.0,0.0,2.0,5.0,0.0,0.03614457831325301
241,253,jucjimenezmo,3,0.444444444444444,2,258.0,jucjimenezmo,0.0,0.0,3.0,2.0,1.0,203.33,20.0,33.33,75.0,0.847457627118644,2.0,59.0,50.0,0.07692307692307693
242,254,luealfonsoru,3,0.449438202247191,2,212.5,luealfonsoru,3.0,4.0,4.0,2.0,1.0,137.5,0.0,25.0,25.0,0.03529411764705881,2.0,85.0,3.0,0.05732484076433121
243,255,oserasoa,3,0.585714285714286,2,234.16,oserasoa,4.0,3.0,3.0,1.0,0.0,115.83,20.0,33.33,25.0,0.0,2.0,46.0,0.0,0.08547008547008547
244,256,leguzman,3,0.621621621621622,2,208.33,leguzman,0.0,2.0,5.0,2.0,4.0,290.0,40.0,62.5,87.5,0.25688073394495414,2.0,100.0,19.0,0.09036144578313253
245,257,sagilm,3,0.63265306122449,2,212.5,sagilm,0.0,0.0,3.0,1.0,1.0,150.0,0.0,37.5,62.5,0.0,2.0,21.0,0.0,0.0851063829787234
246,258,ykchautai,3,0.638888888888889,2,163.33,ykchautai,4.0,4.0,4.0,1.0,1.0,199.17,20.0,41.67,62.5,0.08695652173913049,2.0,21.0,0.0,0.0967741935483871
247,259,jscontrerasp,3,0.657894736842105,2,358.33,jscontrerasp,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19354838709677424,2.0,28.0,3.0,0.11224489795918367
248,260,kancas,3,0.666666666666667,2,127.5,kancas,0.0,0.0,5.0,2.0,0.0,206.67,40.0,29.17,75.0,0.0,2.0,42.0,0.0,0.07894736842105263
249,261,luegilca,3,0.670886075949367,2,237.5,luegilca,0.0,1.0,6.0,2.0,0.0,116.67,0.0,29.17,25.0,0.0,2.0,33.0,0.0,0.045871559633027525
250,262,jhcardenasa,3,0.696969696969697,2,358.33,jhcardenasa,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
251,263,joaortizro,3,0.727272727272727,2,53.33,joaortizro,0.0,2.0,2.0,1.0,0.0,280.0,80.0,50.0,62.5,0.0,2.0,19.0,0.0,0.06382978723404255
252,264,JulianaNino,3,0.72972972972973,2,234.16,JulianaNino,1.0,1.0,3.0,1.0,1.0,124.17,20.0,29.17,0.0,0.3142857142857143,2.0,25.0,1.0,0.08163265306122448
253,265,kmendezp96,3,0.742574257425743,2,122.5,kmendezp96,1.0,5.0,6.0,1.0,1.0,206.67,40.0,45.83,58.33,0.23404255319148937,2.0,94.0,22.0,0.0736196319018405
254,266,ligibrial,3,0.756756756756757,2,237.5,ligibrial,1.0,5.0,3.0,2.0,1.0,108.33,0.0,33.33,12.5,0.00044130626654903526,2.0,27.0,1.0,0.006864006864006864
255,267,ccvacad,3,0.77319587628866,2,358.33,ccvacad,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,73.0,73.0,0.09219858156028368
256,268,jjmuesesq,3,0.777777777777778,2,279.16,jjmuesesq,0.0,3.0,2.0,2.0,2.0,107.5,20.0,25.0,0.0,0.7857142857142857,2.0,14.0,11.0,0.05555555555555555
257,269,Davsatu313,3,0.795918367346939,2,37.5,Davsatu313,0.0,3.0,5.0,2.0,2.0,300.83,80.0,62.5,70.83,0.6521739130434783,2.0,90.0,58.0,0.08917197452229299
258,270,Yelis3,3,0.800766283524904,2,90.0,Yelis3,1.0,4.0,6.0,3.0,3.0,234.17,80.0,66.67,0.0,0.0276393294064341,2.0,260.0,127.0,0.0047032474804031355
259,271,jusherrerama,3,0.808510638297872,2,238.33,,,,,,0.0,107.5,20.0,25.0,0.0,0.0,2.0,22.0,0.0,0.0038576939562794685
260,272,davidrh195,3,0.80952380952381,2,250.83,davidrh195,3.0,3.0,5.0,1.0,0.0,107.5,20.0,25.0,0.0,0.31818181818181823,2.0,20.0,5.0,0.030612244897959183
261,273,Gantiva,3,0.815789473684211,2,129.16,Gantiva,2.0,4.0,3.0,2.0,1.0,237.5,100.0,75.0,0.0,0.11764705882352944,2.0,51.0,6.0,0.1282051282051282
262,274,juasmartinezbel,3,0.823293172690763,2,65.0,juasmartinezbel,0.0,5.0,5.0,2.0,1.0,320.83,100.0,58.33,87.5,0.3054187192118226,2.0,203.0,62.0,0.06367041198501873
263,275,Dandarprox,3,0.837837837837838,2,222.5,Dandarprox,0.0,1.0,4.0,2.0,2.0,213.33,80.0,58.33,0.0,0.5819209039548023,2.0,174.0,100.0,0.045081967213114756
264,276,cesarochoa2006,3,0.843881856540084,2,81.66,cesarochoa2006,0.0,1.0,6.0,0.0,12.0,283.96,60.0,58.33,78.13,0.5445544554455446,2.0,184.0,92.0,0.051587301587301584
265,277,HashNick,3,0.845070422535211,2,255.0,HashNick,1.0,3.0,5.0,3.0,0.0,131.67,40.0,54.17,0.0,0.10169491525423724,2.0,59.0,6.0,0.07692307692307693
266,278,jhriverasa,3,0.879032258064516,2,45.83,jhriverasa,1.0,3.0,2.0,2.0,10.0,333.33,100.0,70.83,87.5,0.7032967032967032,2.0,91.0,64.0,0.075
267,279,raulramirezp,3,0.901587301587302,2,135.0,raulramirezp,1.0,2.0,5.0,2.0,5.0,148.33,40.0,33.33,0.0,0.4147286821705426,2.0,256.0,105.0,0.04984423676012461
268,280,fabianr23,3,0.92018779342723,2,0.0,fabianr23,5.0,4.0,5.0,2.0,3.0,358.33,100.0,70.83,87.5,0.5775401069518716,2.0,185.0,106.0,
269,281,xdanielsb,3,0.933962264150943,2,283.33,xdanielsb,3.0,3.0,3.0,2.0,0.0,75.0,0.0,25.0,0.0,0.21940928270042193,2.0,229.0,44.0,0.03678929765886288
270,282,begarzonf,3,0.943396226415094,2,184.16,begarzonf,2.0,3.0,4.0,2.0,0.0,215.0,40.0,25.0,75.0,0.0,2.0,432.0,0.0,0.019880715705765408
271,283,idrojasf,3,0.95391061452514,2,202.5,idrojasf,1.0,1.0,4.0,4.0,0.0,153.33,20.0,58.33,0.0,0.00836120401337792,2.0,596.0,3.0,0.00744047619047619
272,284,bdvegat,3,0.958509354254677,2,263.33,bdvegat,1.0,2.0,4.0,1.0,0.0,95.0,20.0,25.0,0.0,0.0,2.0,11.0,0.0,0.045454545454545456
273,285,lsfinite,3,0.975024975024975,2,258.33,lsfinite,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0016443987667009718,2.0,4862.0,5.0,0.004266558309630231
274,286,debeltranc,3,0.990476190476191,2,258.33,debeltranc,1.0,4.0,4.0,1.0,1.0,100.0,0.0,25.0,25.0,0.0,2.0,19.0,0.0,0.0
275,287,crarojasca,4,0.0,2,313.33,crarojasca,1.0,3.0,5.0,2.0,0.0,45.0,20.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0
276,288,CSebasGomez,4,0.0,2,358.33,CSebasGomez,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
277,289,kmendezp96,4,0.0868506493506493,2,151.66,kmendezp96,1.0,5.0,6.0,1.0,3.0,304.79,60.0,79.17,65.63,0.9615877080665813,2.0,2339.0,2249.0,0.014877362283876157
278,290,diegocruz10,4,0.303030303030303,2,251.66,diegocruz10,3.0,3.0,3.0,1.0,0.0,128.33,20.0,45.83,25.0,0.0,2.0,40.0,0.0,0.056338028169014086
279,291,mdbelloc,4,0.303030303030303,2,229.16,mdbelloc,1.0,3.0,2.0,2.0,0.0,137.5,0.0,37.5,25.0,0.0,2.0,53.0,0.0,0.05309734513274336
280,292,sagilm,4,0.410714285714286,2,208.33,sagilm,0.0,0.0,3.0,1.0,1.0,178.33,20.0,33.33,62.5,0.45945945945945943,2.0,36.0,16.0,0.04739336492890995
281,293,luealfonsoru,4,0.417582417582418,2,220.83,luealfonsoru,3.0,4.0,4.0,2.0,0.0,158.33,0.0,45.83,25.0,0.0,2.0,85.0,0.0,0.0546875
282,294,jucjimenezmo,4,0.480519480519481,2,155.0,jucjimenezmo,0.0,0.0,3.0,2.0,1.0,187.5,0.0,25.0,62.5,0.078125,2.0,64.0,5.0,0.0641025641025641
283,295,jhonsd1996,4,0.571428571428571,2,200.83,jhonsd1996,3.0,4.0,4.0,2.0,0.0,174.17,20.0,54.17,25.0,0.0,2.0,5.0,0.0,0.016042780748663103
284,296,Phoenixest,4,0.571428571428571,2,263.33,Phoenixest,0.0,1.0,3.0,1.0,0.0,75.0,0.0,25.0,25.0,0.0,2.0,5.0,0.0,0.016042780748663103
285,297,oserasoa,4,0.604938271604938,2,242.5,oserasoa,4.0,3.0,3.0,1.0,1.0,154.17,0.0,33.33,33.33,0.18181818181818177,2.0,54.0,9.0,0.07174887892376682
286,298,leguzman,4,0.622222222222222,2,68.33,leguzman,0.0,2.0,5.0,2.0,4.0,339.17,60.0,79.17,100.0,0.21259842519685035,2.0,127.0,27.0,0.09090909090909091
287,299,jscontrerasp,4,0.638888888888889,2,358.33,jscontrerasp,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,0.054455445544554455
288,300,kancas,4,0.666666666666667,2,151.66,kancas,0.0,0.0,5.0,2.0,0.0,182.5,20.0,25.0,62.5,0.0,2.0,42.0,0.0,0.06074766355140187
